Price,Close,High,Low,Open,Volume,Daily Return,50 MA,200 MA
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2022-05-03,156.5538330078125,157.7612755693258,153.45182454246736,155.24823424848756,88966500,0.00962249340123389,162.426103515625,
2022-05-04,162.973876953125,163.42542850637253,156.33789953237485,156.74038046635485,108256500,0.041008538864660826,162.45947937011718,
2022-05-05,153.89358520507812,161.06945878722854,152.10697141040896,160.84368302574217,130525300,-0.05571624065038705,162.39468933105468,
2022-05-06,154.62106323242188,156.74455042350417,151.57346504147074,153.3725293282909,116124600,0.004727149779338191,162.2920294189453,
2022-05-09,149.4893341064453,153.19560424531912,148.92897809122042,152.3108102727315,131577900,-0.03318906893210727,162.04530914306642,
2022-05-10,151.89791870117188,154.0902301343912,150.3446276636097,152.89085370033473,115366700,0.016112083240744868,161.8414599609375,
2022-05-11,144.02333068847656,152.8220226348079,143.34499314721714,150.9049915404857,142689800,-0.0518413160629736,161.5178143310547,
2022-05-12,140.14993286132812,143.72839581595062,136.45350338099348,140.35638928215414,182602000,-0.0268942386530876,161.05073364257814,
2022-05-13,144.62298583984375,145.59625448116793,140.69060910842344,142.14558429881745,113990900,0.03191619779755084,160.6795932006836,
2022-05-16,143.0795440673828,145.02608166695018,141.7425351609862,143.08938461134267,86643800,-0.010672174713431515,160.3376611328125,
2022-05-17,146.7169952392578,147.23803400578663,144.20026129048028,146.3434146138869,78336300,0.02542258011503007,160.1444583129883,
2022-05-18,138.43934631347656,144.86877642522347,137.5348863581385,144.36740373329286,109742900,-0.05641915520613361,159.82221954345704,
2022-05-19,135.02801513671875,139.26514939022877,134.29069437332384,137.5152426451712,136095600,-0.024641341263150207,159.3235760498047,
2022-05-20,135.26393127441406,138.3213549245238,130.36812621760984,136.73857261689477,137426100,0.0017471643751589827,158.91662536621095,
2022-05-23,140.69064331054688,140.83810147349175,135.32294116689727,135.46057378592263,117726300,0.04011943158093989,158.69261840820312,
2022-05-24,137.9871063232422,139.56988862899178,135.00833201503448,138.4294957252956,104132700,-0.019216181856082426,158.49523223876952,
2022-05-25,138.1444549560547,139.39297427543718,136.001300965416,136.0897758776558,92482700,0.0011403140264707456,158.21323364257813,
2022-05-26,141.3492889404297,141.89981931591748,134.82154377239428,135.067317332939,90601500,0.02319915037772957,157.906982421875,
2022-05-27,147.1102294921875,147.1495466635664,142.80427168601537,142.93207874444667,90978500,0.040756770656170005,157.69572814941407,
2022-05-31,146.32376098632812,148.11299992246586,144.35757226573517,146.54988348979353,103718400,-0.005346117048244725,157.40277801513673,
2022-06-01,146.1959686279297,149.17474333360954,145.18336763808455,147.36583831364814,74286600,-0.0008733534289784295,157.0797854614258,
2022-06-02,148.6536865234375,148.71266977766248,144.377220582194,145.33082319437173,72348100,0.016811119475959924,156.73840911865236,
2022-06-03,142.9222869873047,145.4684982093944,142.01784182350252,144.41657986619595,88570300,-0.03855538110202983,156.25511535644532,
2022-06-06,143.66940307617188,146.05833007006927,142.45036072118282,144.54435641942476,71598400,0.005227428867924155,155.71097991943358,
2022-06-07,146.1959686279297,146.48105939148104,141.66390303598558,141.9096766255686,67808200,0.01758596818571223,155.2046142578125,
2022-06-08,145.45863342285156,147.33633206027957,144.9670862924701,146.06814706425965,53950200,-0.005043471526596233,154.66622467041014,
2022-06-09,140.22857666015625,145.44880522785593,140.12043568225837,144.5935179486459,69473000,-0.03595562971839161,153.95726684570312,
2022-06-10,134.81175231933594,138.3803751202598,134.74292850458303,137.9084939649238,91437900,-0.03862853399666155,153.16333618164063,
2022-06-13,129.65048217773438,132.91434748083088,129.2179182819536,130.6237359424125,122207100,-0.038285016349136836,152.32822021484375,
2022-06-14,130.51560974121094,131.6265112355856,129.2572500842336,130.8793648770148,84784300,0.006672767805757873,151.5162973022461,
2022-06-15,133.1404571533203,135.01817091312645,129.9257495131237,132.01973022353556,91533000,0.020111367654137124,150.67578674316405,
2022-06-16,127.86125946044922,130.15187128772985,126.85849893930482,129.8471144138601,108123900,-0.03965134119069258,149.79605209350586,
2022-06-17,129.3358917236328,130.8301993524765,127.61547659200777,127.87109072638007,134520300,0.011533065366368778,149.00922500610352,
2022-06-21,133.57301330566406,134.74289788395257,131.06613492456364,131.16443535080262,81000500,0.0327606012960826,148.30105422973634,
2022-06-22,133.0618438720703,135.43109016830508,131.64618542069755,132.51129836255657,73409200,-0.0038268915325283537,147.62290756225585,
2022-06-23,135.93246459960938,136.24704700188127,133.33709602733944,134.5069807437755,72433800,0.021573582959657278,147.08738021850587,
2022-06-24,139.26515197753906,139.51092556990343,137.4071042192977,137.53489628676303,89116800,0.02451722910892662,146.5810075378418,
2022-06-27,139.26515197753906,141.06421647374572,138.5868144624807,140.28756352140977,70207900,0.0,146.02084030151366,
2022-06-28,135.11648559570312,140.99538542275212,134.99851907769516,139.72720035167993,67083400,-0.029789694858517346,145.4780253601074,
2022-06-29,136.87620544433594,138.29186353568556,134.35948661563768,135.13613945781051,66242400,0.01302372423967757,144.9747233581543,
2022-06-30,134.4086456298828,136.03074512479165,131.50852062340732,134.92968437677243,98964500,-0.018027675492922834,144.37632583618165,
2022-07-01,136.58126831054688,136.68940927123788,133.3665611170388,133.74012670784026,71051600,0.016164307515208032,143.82471817016602,
2022-07-05,139.1668243408203,139.2159820551499,134.6150930089742,135.44090360755794,73353800,0.01893053170654868,143.340724029541,
2022-07-06,140.50381469726562,141.68352468196488,138.694925054005,138.9603646758309,74064300,0.009607105449004338,142.97437057495117,
2022-07-07,143.87583923339844,144.07245506921953,140.85773290060996,140.86755844211166,66253700,0.023999523026462244,142.65405807495117,
2022-07-08,144.55418395996094,145.0555716697527,142.54867812328092,142.8042772492725,64547800,0.004714792491754549,142.46668075561524,
2022-07-11,142.4208526611328,144.16093360400728,141.34928357800885,143.2073310252046,63141600,-0.014758004510052936,142.24115219116212,
2022-07-12,143.39413452148438,145.94034514627222,142.597830542374,143.2958190916168,77588800,0.006833843795805095,141.8962840270996,
2022-07-13,143.0303955078125,143.97415763799123,139.7173575069719,140.57265975093034,71185600,-0.00253663802139259,141.66174362182616,
2022-07-14,145.96002197265625,146.43190306892052,140.82826817318988,141.64423829848138,78140700,0.020482544667813185,141.4797090148926,
2022-07-15,147.6312713623047,148.30960883923063,145.69457436327764,147.24786517980246,76259900,0.01145004890422352,141.30125778198243,
2022-07-18,144.5836639404297,149.00758761847518,144.21990890411743,148.1916176733143,81420900,-0.020643373140070143,140.93345352172852,
2022-07-19,148.44725036621094,148.67335787183444,144.42639797966964,145.41931789638997,82982400,0.026722150487022533,140.82452682495116,
2022-07-20,150.45274353027344,151.1212554478555,147.8278835762641,148.56520429371037,64823400,0.01350980337537444,140.7411604309082,
2022-07-21,152.7237091064453,152.93999105761137,149.37135386420036,151.8880729314102,65086600,0.015094211796243595,140.80584793090821,
2022-07-22,151.48501586914062,153.637995053217,150.81651886265266,152.76304161776633,66675400,-0.008110680683123928,140.79758987426757,
2022-07-25,150.36427307128906,152.4189365975324,149.70560167774437,151.40635064916066,53623900,-0.007398373967361316,140.92440872192384,
2022-07-26,149.03709411621094,150.50189494637155,148.25061571701698,149.68592491978026,55138700,-0.008826424841284597,141.1021519470215,
2022-07-27,154.13938903808594,154.670268499492,149.58767143837116,150.00056935233562,78620700,0.034235067129640306,141.29248001098634,
2022-07-28,154.6898956298828,154.97498637932796,151.7995959592648,154.3261405347344,81378700,0.0035714854926591766,141.52468704223634,
2022-07-29,159.7626495361328,160.86372535437394,156.8035410889223,158.51413057382698,101786900,0.03279305274332378,141.78560012817383,
2022-08-01,158.77952575683594,160.8243633244221,158.17001220333,158.28797869734385,67829400,-0.006153652196876802,142.192403717041,
2022-08-02,157.30491638183594,159.66435174491758,156.931350741657,157.39340627106276,59907000,-0.009287150644714082,142.63794174194337,
2022-08-03,163.3214569091797,163.77367187577843,158.0324049028353,158.12087978749662,82507500,0.038247631833320694,143.19909225463869,
2022-08-04,163.0068817138672,164.36355679986545,161.65020662786893,163.20349759569137,55474100,-0.0019261106364452107,143.6454170227051,
2022-08-05,162.7804412841797,163.2726712063917,160.46695464111716,160.67369781797885,56697000,-0.00138914644159005,144.14128372192383,
2022-08-08,162.307861328125,165.2021751674924,161.64827515043405,163.78455083623797,60276900,-0.0029031740688653107,144.62455184936525,
2022-08-09,162.35711669921875,163.24313957743516,160.71307055191537,161.47110884266755,63135500,0.0003034687949845516,145.044708404541,
2022-08-10,166.61001586914062,166.7084528561764,164.30636805182522,165.07424565037454,70170500,0.026194719741178707,145.43470413208007,
2022-08-11,165.8716583251953,168.3328081399825,165.5763173430876,167.41725259761515,57149200,-0.00443165160325798,145.82566207885742,
2022-08-12,169.42555236816406,169.4944567489093,166.76749865896252,167.18098503009688,68039400,0.021425565276505854,146.2902537536621,
2022-08-15,170.4986114501953,170.69550042466776,168.6872088503834,168.85456522976827,54091700,0.006333513847424088,146.72715225219727,
2022-08-16,170.34109497070312,171.01053551269388,168.992389717206,170.09497999617207,56377100,-0.0009238578434886957,147.27552841186522,
2022-08-17,171.8374786376953,173.4126054655057,169.88825224075944,170.0851412165275,79542000,0.008784631020773537,147.8388899230957,
2022-08-18,171.4436798095703,172.18202470973497,170.42968734841074,171.049901871482,62290100,-0.0022916934725008,148.34384414672851,
2022-08-19,168.85455322265625,171.04005523372263,168.6478100500787,170.34108214913311,70346300,-0.015101907458997088,148.8117625427246,
2022-08-22,164.9659423828125,167.22034880392278,164.54261684090196,167.05299243394208,69026800,-0.023029351389275976,149.30650985717773,
2022-08-23,164.63121032714844,166.0882216660332,164.06022183299058,164.4835473638596,54147100,-0.0020290979509413054,149.902899017334,
2022-08-24,164.9265594482422,165.4975479706951,163.6664520268514,164.7198312893935,53841500,0.0017940044327369176,150.60842056274413,
2022-08-25,167.3876953125,167.49598648924476,165.7338100913049,166.15712058661168,51218200,0.01492261690592156,151.34586227416992,
2022-08-26,161.07733154296875,168.3918767523516,161.01826634968077,167.91934018438116,78961000,-0.037699089874857816,151.90459976196288,
2022-08-29,158.87213134765625,160.36849946589015,157.33637642429446,158.64569477233294,73314000,-0.01369031988665792,152.52481719970703,
2022-08-30,156.4405517578125,160.03382496855886,155.26904188281068,159.61051435311094,77906200,-0.015305261968965311,153.0669104003906,
2022-08-31,154.77679443359375,158.0845804641707,154.69803583504827,157.81877207178803,87991100,-0.010635077066171617,153.49098602294922,
2022-09-01,155.5052947998047,155.95813794862076,152.2664132669702,154.20580050146393,74229900,0.0047067802953078,153.9398550415039,
2022-09-02,153.38870239257812,157.86799816901853,152.56175963985066,157.26747699870455,76957800,-0.013611063275700275,154.28897979736328,
2022-09-06,152.1285858154297,154.64880073393257,151.30164311185825,154.03844040820118,73714800,-0.00821518506573804,154.5462484741211,
2022-09-07,153.53636169433594,154.2353197614945,151.22287508520006,152.41407808901712,87449600,0.009253855029022873,154.83167266845703,
2022-09-08,152.05970764160156,153.9301757489573,150.3073549129713,152.2369032421924,84923800,-0.009617617849211113,155.170537109375,
2022-09-09,154.92446899414062,155.36748802177217,152.34518854112125,153.05400095933032,68028800,0.01883971366886472,155.53150238037108,
2022-09-12,160.8902587890625,161.70736223015916,156.82445000741808,157.10993674145692,104956000,0.03850773111345962,156.06113464355468,
2022-09-13,151.44927978515625,158.04515690767866,150.9865825148229,157.41510328747248,122656600,-0.05867961848631231,156.35849487304688,
2022-09-14,152.89646911621094,154.65866080063967,151.22289024182777,152.38454574724284,87965400,0.009555603916424404,156.63308776855467,
2022-09-15,150.00213623046875,152.82754609590185,149.02753063381346,152.24670339235885,90481100,-0.018930017824952627,156.82305419921875,
2022-09-16,148.35813903808594,148.9980471375347,146.0643451256061,148.8602233197821,162278800,-0.01095982519780192,156.9127001953125,
2022-09-19,152.079345703125,152.15810428972742,146.78296219367604,146.989690339551,81474200,0.025082591957316103,157.06320343017578,
2022-09-20,154.46173095703125,155.62340128977206,150.70110246996018,151.01612178316293,107689800,0.015665409677372732,157.30402099609375,
2022-09-21,151.33116149902344,156.27315389590652,151.21303113007994,154.8949011643533,101696800,-0.02026760569502284,157.46276153564452,
2022-09-22,150.3664093017578,152.06952070873675,148.5648458969192,150.01200313979504,86652500,-0.006375106010613973,157.60948181152344,
2022-09-23,148.09228515625,149.11613179254852,146.25135007934554,148.84048424162157,96029900,-0.015123884091320261,157.65212707519532,
2022-09-26,148.42701721191406,151.38039679019585,147.31457276382835,147.3342661670832,93339400,0.0022602936764120063,157.6680419921875,
2022-09-27,149.401611328125,152.3156188966605,147.6197415235521,150.36639273150132,84442700,0.006566150385003633,157.7644009399414,
2022-09-28,147.51145935058594,148.29903022974963,142.58916013289422,145.34565069913458,146691400,-0.01265148321183629,157.74568511962892,
2022-09-29,140.26583862304688,144.4399538960587,138.49380784574632,143.8295935811918,128138200,-0.04911903630699377,157.54194702148436,
2022-09-30,136.05233764648438,140.87619954797051,135.85544869618502,139.0844755504192,124925300,-0.030039395321949658,157.20851959228514,
2022-10-03,140.23629760742188,140.84667290730152,135.55027429699052,136.0621976067289,114311700,0.030752576790036512,156.98354522705077,
2022-10-04,143.82957458496094,143.94770494729045,142.01815723981503,142.77619544864433,87830100,0.025623016571630464,156.85285125732423,
2022-10-05,144.12490844726562,145.08968986509632,140.7875903322469,141.83113033653302,79471000,0.0020533597708045637,156.75460754394533,
2022-10-06,143.1699981689453,145.24720918960443,142.9632699990137,143.54409774342406,68402200,-0.00662557422313792,156.5352197265625,
2022-10-07,137.9129638671875,140.87619735207727,137.28291022305208,140.32488726950297,85925600,-0.036718826353230316,156.1996810913086,
2022-10-10,138.2378387451172,139.6849958050268,136.41659718830158,138.2378387451172,74899000,0.00235565148351502,155.7691848754883,
2022-10-11,136.82025146484375,139.15343196264072,136.0720672460081,137.72595289448736,77033700,-0.010254697940461743,155.32999938964844,
2022-10-12,136.190185546875,138.1787988471096,136.0129899667056,136.96791731761857,70433700,-0.004605063294527367,154.90770477294922,
2022-10-13,140.76792907714844,141.35859601492572,132.28187436958524,132.89224973345455,113224000,0.03361287387847667,154.4566342163086,
2022-10-14,136.2295684814453,142.27415178693437,136.04251869325435,142.06740859428484,88598000,-0.032240018201985854,153.92108795166016,
2022-10-17,140.19696044921875,140.67933626371678,138.09021652620234,138.87778757684748,85250900,0.02912284030550838,153.46941833496095,
2022-10-18,141.51611328125,144.42026703642762,138.4249097380949,143.22907894720203,99136600,0.009409282682052655,153.05358337402345,155.088458442688
2022-10-19,141.62440490722656,142.69746261645687,139.30107889163025,139.488128680181,61758300,0.0007652247045630833,152.63892913818358,154.90436473846435
2022-10-20,141.1616973876953,143.6228470143876,140.43319169039492,140.7974520498777,64522000,-0.003267145375363434,152.1299627685547,154.7292812728882
2022-10-21,144.98141479492188,145.5524033439164,140.43319980718348,140.6497821885837,86548600,0.027059163200169323,151.71215789794923,154.59672801971436
2022-10-24,147.12753295898438,147.89541049964913,143.73114921809554,144.90265893368223,75981900,0.014802712244863958,151.26619750976562,154.48921909332276
2022-10-25,149.9726104736328,150.12028846465364,147.03892431633474,147.7575758033074,74732300,0.019337492156832337,150.85567749023437,154.39510227203368
2022-10-26,147.02911376953125,149.6280876881736,145.73945849202812,148.6140950432804,88194300,-0.019626895169762126,150.38943786621093,154.2861700820923
2022-10-27,142.5497589111328,146.73371238215424,141.89017275477124,145.76894614078407,109180200,-0.03046576792552691,149.80368347167968,154.1406740951538
2022-10-28,153.31979370117188,155.05243775655637,145.52287291944214,145.89695747516933,164762400,0.07555280957544963,149.4412057495117,154.04682262420656
2022-10-31,150.95706176757812,151.84308459846838,149.55913065750443,150.7798662143987,97943200,-0.015410482081647192,149.08325592041015,153.95753017425537
2022-11-01,148.3088836669922,153.03429437423398,146.8125153766711,152.6700490040681,80379300,-0.017542591711696254,148.75011474609374,153.8506828689575
2022-11-02,142.77622985839844,149.80527352264477,142.74669726069857,146.63531118174276,93604600,-0.03730493866447393,148.31301513671875,153.73220195770264
2022-11-03,136.72183227539062,140.58091431262568,136.5938476472372,139.85240838403922,97918500,-0.042404800778199525,147.74892059326172,153.6009492111206
2022-11-04,136.45553588867188,140.68586767189302,132.51116441667403,140.11393200286335,140814800,-0.0019477239464020801,147.13027740478515,153.47679653167725
2022-11-07,136.98802185058594,137.21481900121177,133.7832199726521,135.2031961352515,83374600,0.003902267199686893,146.6484912109375,153.36560039520265
2022-11-08,137.5599822998047,139.4631346891898,135.57794065978277,138.4573305983891,89908500,0.004175258840094731,146.22224822998047,153.26113674163818
2022-11-09,132.99435424804688,136.6231842073022,132.71824941976038,136.57387654941147,74917800,-0.033190088973748644,145.75332427978515,153.14286464691162
2022-11-10,144.8274688720703,144.8274688720703,137.5599685390709,139.27577571396307,118854000,0.08897456355142386,145.5543377685547,153.08419925689697
2022-11-11,147.6181182861328,147.92380470701315,142.36224081918826,143.79208769866335,93979700,0.019268785374738195,145.39659423828124,153.04179111480713
2022-11-14,146.21786499023438,148.19005093835904,145.37967994364752,146.89827154979093,73374100,-0.009485646559891037,145.25317749023438,152.9379203414917
2022-11-15,147.95339965820312,151.45403311466376,146.49398610736782,150.10309040489915,89868300,0.011869511759624363,145.16967376708985,152.82091327667237
2022-11-16,146.7207489013672,147.78573098764542,145.24160962263343,147.05603190661645,64218300,-0.008331344596903878,145.03336151123048,152.69857624053955
2022-11-17,148.62396240234375,149.37338778779454,144.11750943503958,144.39361431634185,80389400,0.01297167248141573,144.9646466064453,152.5797259902954
2022-11-18,149.18600463867188,150.5763993918672,147.88436969164823,150.19182372040734,74829600,0.0037816394290888233,144.84987731933595,152.47809772491456
2022-11-21,145.95159912109375,148.27877887780713,145.66563881154514,148.07170780282644,58724100,-0.021680354838993443,144.55110412597656,152.3617208480835
2022-11-22,148.09144592285156,148.32811366985848,144.8866435342383,146.06996722268715,51804100,0.014661345368216283,144.48394744873048,152.25962619781495
2022-11-23,148.9690704345703,149.71849566611712,147.26311878314957,147.3715896104273,58301400,0.005926233660895841,144.40539947509765,152.14636043548583
2022-11-25,146.0502471923828,146.80954307968733,145.07400962299127,146.24746279975653,35195900,-0.019593484967535546,144.32636169433593,152.01138370513917
